Dialogue_ID,Utterance_ID,Knowledge
29,2,"[""How are you doing today?\nOther: I'm doing well, thank you. How are you?\nMarv: I'm feeling a bit down today.""]"
30,0,
30,1,
30,2,
30,3,"[""I'm just hanging out.""]"
31,0,
31,1,
31,2,
31,3,
31,4,"[""You read? That's amazing!"", 'You what? You think you can just come in here and do whatever you want? This is my home!', ""You work here?\nOther: No, I just deliver papers.\nMarv: Oh, so you don't work here."", ""You don't have to explain yourself to me!"", ""You deliver papers? That's so cool! I used to do that when I was a kid.""]"
32,0,
32,1,
32,2,
32,3,
32,4,
32,5,"['...What?', ""...I just thought I'd say hi!""]"
33,0,
33,1,
33,2,
33,3,
33,4,
33,5,
33,6,['You seem really happy today!']
34,0,
34,1,
34,2,
34,3,
34,4,
34,5,
34,6,
34,7,"['You seem upset. Is everything okay?', 'You seem sad.']"
35,0,
35,1,
35,2,
35,3,
35,4,
35,5,
35,6,
35,7,
35,8,"['I don\x92t know. I just feel really down lately.', 'I don\x92t know. I don\x92t really know what I\x92m doing here.']"
36,0,
36,1,
36,2,
36,3,
36,4,
36,5,
36,6,
36,7,
36,8,
36,9,"[""That's great!""]"
37,0,
37,1,
37,2,
37,3,
37,4,
37,5,
37,6,
37,7,
37,8,
37,9,
37,10,['Thanks!']
38,0,
38,1,
38,2,
38,3,
38,4,
38,5,
38,6,
38,7,
38,8,
38,9,
38,10,
38,11,['You\x92re going to do great things.']
39,0,
39,1,
39,2,
39,3,
39,4,
39,5,
39,6,
39,7,
39,8,
39,9,
39,10,
39,11,
39,12,['I like you too.']
40,0,
40,1,
40,2,
40,3,
40,4,
40,5,
40,6,
40,7,
40,8,
40,9,
40,10,
40,11,
40,12,
40,13,"['I know you know.\nOther: I do.', 'I just wanted to say that.\nOther: I know. And I like you too.']"
41,0,
41,1,
41,2,
41,3,
41,4,
41,5,
41,6,
41,7,
41,8,
41,9,
41,10,
41,11,
41,12,
41,13,
41,14,['I like you too.']
42,0,
42,1,
42,2,"[""I'm feeling a little emotional right now.""]"
43,0,
43,1,
43,2,
43,3,"[""I'm feeling really emotional right now.""]"
44,0,
44,1,
44,2,"['Yes, I really liked it!']"
45,0,
45,1,
45,2,
45,3,"[""I'm so happy you liked it!""]"
46,0,
46,1,
46,2,
46,3,
46,4,['The part where you did a great job!']
47,0,
47,1,
47,2,
47,3,
47,4,
47,5,"[""Yes! Let's go!""]"
48,0,
48,1,
48,2,
48,3,
48,4,
48,5,
48,6,['The whole thing was great! Joe did a really good job and I was really impressed!']
49,0,
49,1,
49,2,
49,3,
49,4,
49,5,
49,6,
49,7,"['Aww, thank you so much!']"
50,0,
50,1,
50,2,
50,3,
50,4,
50,5,
50,6,
50,7,
50,8,['The scene with the kangaroo was hilarious!']
51,0,
51,1,
51,2,
51,3,
51,4,
51,5,
51,6,
51,7,
51,8,
51,9,"['Yeah, I-I read that the director originally wanted to use a wallaby, but the studio said no. They said it was too cute.\nOther: Well, I thought it was a nice touch.\nMarv: Awww, thank you!', 'Yeah, I-I-I read that the director originally wanted to use a wallaby, but the studio said no. They said it was too cute.\nOther: Well, I thought it was a nice touch.\nMarv: Awww, thank you!', 'Yeah, I-I-I read that the director originally wanted to use a wallaby, but the studio said no. They said it was too ""on the nose.""', 'Yeah, I-I guess that was a little out of place.', ""Yeah, I-I-I read that the director originally wanted to use a real kangaroo, but the Australian government wouldn't let him.\nOther: Oh, that's interesting. I didn't know that."", ""Yeah, I-I read that the director originally wanted to use a real kangaroo, but the Australian government wouldn't let him.\nOther: Oh, that's interesting. I didn't know that."", 'Yeah, I-I read that the director originally wanted to use a wallaby, but the studio said no. They said it was too ""on the nose.""']"
52,0,
52,1,
52,2,
52,3,
52,4,
52,5,
52,6,
52,7,
52,8,
52,9,
52,10,
52,11,
52,12,
52,13,
52,14,"['It was great talking to you!', 'See you later!', 'It was great working with you!']"
53,0,
53,1,
53,2,"[""That's so sad!"", ""I'm so sorry to hear that. I can only imagine how difficult it must be for you. I hope you can find some peace knowing that your loved one is at rest."", ""Oh, I'm so sorry. I didn't mean to upset you.""]"
54,0,
54,1,
54,2,
54,3,"[""Aww, I'm sorry. :("", 'Why are you being so mean to me? I thought you loved me!', ""You're so mean!""]"
55,0,
55,1,
55,2,
55,3,
55,4,"[""What do you think you're doing, trying to trick me like that? I'm not falling for it!""]"
56,0,
56,1,
56,2,
56,3,
56,4,
56,5,"[""It's a very pretty ring. I'm sure your spirit will be at peace if you're buried with it."", ""Wow, that's a really beautiful ring! I'm sure your spirit will be at peace if you're buried with it.""]"
57,0,
57,1,
57,2,
57,3,
57,4,
57,5,
57,6,['What do you think?']
58,0,
58,1,
58,2,
58,3,['You seem really happy!']
59,0,
59,1,
59,2,
59,3,
59,4,"[""I'm so happy for you! You deserve all the good things life has to offer.""]"
60,0,
60,1,
60,2,
60,3,
60,4,
60,5,"[""I'll talk to you later.""]"
61,0,
61,1,
61,2,
61,3,
61,4,
61,5,
61,6,"['So, what were you saying?', ""What's up?""]"
62,0,
62,1,
62,2,
62,3,
62,4,
62,5,
62,6,
62,7,"[""I don't know, I'm pretty busy these days.""]"
63,0,
63,1,
63,2,
63,3,
63,4,
63,5,
63,6,
63,7,
63,8,"[""I'll be there! Thanks for asking me out!"", ""Yeah, I know it.  It's a date!""]"
64,0,
64,1,
64,2,
64,3,
64,4,
64,5,
64,6,
64,7,
64,8,
64,9,"[""I'll be the one with the rose in my teeth.\n\nOther:\n\nSee you tomorrow, Marv!"", ""I'll be the one with the big smile and the cute butt.\nOther: I'll find you."", ""I'll be the one with the big smile and the even bigger coffee.\nOther: I'll be the one with the even bigger coffee."", 'See you then!', ""I'll be the one with the big smile and the roses.\nOther: See you then."", ""I'll be the one with the big smile and the rose in my teeth.""]"
65,0,
65,1,
65,2,
65,3,
65,4,
65,5,
65,6,
65,7,
65,8,
65,9,
65,10,"[""I'm so happy for you!""]"
66,0,
66,1,
66,2,
66,3,
66,4,
66,5,
66,6,
66,7,
66,8,
66,9,
66,10,
66,11,"[""I'll be in disguise."", 'You think so?']"
67,0,
67,1,
67,2,
67,3,
67,4,
67,5,
67,6,
67,7,
67,8,
67,9,
67,10,
67,11,
67,12,"[""You're a sick, sick man.""]"
68,0,
68,1,
68,2,
68,3,
68,4,
68,5,
68,6,
68,7,
68,8,
68,9,
68,10,
68,11,
68,12,
68,13,['Thank you.']
69,0,
69,1,
69,2,
69,3,
69,4,
69,5,['Why are you so emotional?']
70,0,
70,1,
70,2,"['Oh, okay.', ""I'm not going anywhere until you give me a hug!"", ""But I don't want to go!""]"
71,0,
71,1,
71,2,
71,3,"[""Aww, I'm sorry I couldn't be there for your big day! I hope you have a great time!"", ""Oh, I'm so sorry! I didn't mean to ruin your special day."", ""Aww, I'm sorry I couldn't be there for your wedding. I'm sure it was beautiful.""]"
72,0,
72,1,
72,2,
72,3,
72,4,"[""Aww, I'm so sorry! I didn't mean to ruin your special day.""]"
73,0,
73,1,
73,2,
73,3,
73,4,
73,5,
73,6,['You\x92re welcome.']
74,0,
74,1,
74,2,
74,3,
74,4,
74,5,
74,6,
74,7,"[""Aww, I'm sorry I couldn't be there for your wedding. I hope you have a great time!""]"
75,0,
75,1,
75,2,
75,3,
75,4,
75,5,
75,6,
75,7,
75,8,
75,9,"[""I'm so happy for you! Congratulations on your wedding!""]"
76,0,
76,1,
76,2,"[""That's great news! I'm really happy for you!""]"
77,0,
77,1,
77,2,
77,3,"['What? No, why would I be on the toilet?']"
78,0,
78,1,
78,2,
78,3,
78,4,"['You know, because you have to poop.']"
79,0,
79,1,
79,2,
79,3,
79,4,
79,5,"['I don\x92t know, I just get really emotional sometimes.', 'I don\x92t know. I just feel really emotional right now.']"
80,0,
80,1,
80,2,
80,3,
80,4,
80,5,
80,6,
80,7,
80,8,['You don\x92t think it\x92s anything serious? You\x92re on the toilet and you can\x92t stand up! That sounds serious to me!']
81,0,
81,1,
81,2,
81,3,
81,4,
81,5,
81,6,
81,7,
81,8,
81,9,['I-I don\x92t know. I don\x92t have insurance.\nOther: You have to go! You could die!\nMarv: I-I don\x92t know. I don\x92t want to go to the hospital.\nOther: You have to go!']
82,0,
82,1,
82,2,
82,3,
82,4,
82,5,
82,6,
82,7,
82,8,
82,9,
82,10,['That\x92s not a hernia!']
83,0,
83,1,
83,2,
83,3,
83,4,
83,5,
83,6,
83,7,
83,8,
83,9,
83,10,
83,11,['I don\x92t care what it is! I am not going to the doctor!']
84,0,
84,1,
84,2,['Oh wow! I love it!']
85,0,
85,1,
85,2,
85,3,"[""I'm glad you like it! I've been collecting artifacts from all over the world for years.""]"
86,0,
86,1,
86,2,"['You seem like a really great person and I hope we can be friends!', 'You\x92re welcome!', 'You\x92re making me feel old!']"
87,0,
87,1,
87,2,
87,3,"[""I'm touched by your gesture."", 'Wow, thank you!', 'Why?', ""Wow, thank you! I'm so excited to have a place to stay.""]"
88,0,
88,1,
88,2,
88,3,
88,4,"['Yes, really. I want you to have it.\nOther: Thank you, Marv!']"
89,0,
89,1,
89,2,
89,3,
89,4,
89,5,"['Wow, thank you so much!', 'Thanks!']"
90,0,
90,1,
90,2,['What do you want?']
91,0,
91,1,
91,2,
91,3,"[""I'm feeling really emotional right now.""]"
92,0,
92,1,
92,2,
92,3,
92,4,"[""Oh, no! I'm so sorry!""]"
93,0,
93,1,
93,2,
93,3,
93,4,
93,5,"[""I don't really know. I mean, we were just talking and then all of a sudden he said he didn't want to see me anymore. It was really sudden and I'm just really upset about it."", ""I don't really know. I mean, we were together for two years and then one day he just said he didn't want to be with me anymore. It was really sudden and I'm still trying to figure out what happened.\nOther: I'm so sorry, Marv. That sounds really tough."", ""I don't really know. I mean, we were together for two years and then one day he just said he didn't want to be with me anymore. It was out of the blue and I was completely blindsided.\n\nOther:\n\nI'm so sorry to hear that, Marv. That must""]"
94,0,
94,1,
94,2,
94,3,
94,4,
94,5,
94,6,"['Homo erectus is a very funny name!', ""Oh, I'm sorry. That must have hurt your feelings.\nOther: Yeah, it did.""]"
95,0,
95,1,
95,2,
95,3,
95,4,
95,5,
95,6,
95,7,"[""I just couldn't be with someone who didn't take me seriously.\nOther: I'm so sorry, Marv.""]"
96,0,
96,1,
96,2,
96,3,
96,4,
96,5,
96,6,
96,7,
96,8,"[""I'm so sorry, Ross. If you need to talk, I'm here for you.""]"
97,0,
97,1,
97,2,
97,3,
97,4,
97,5,
97,6,
97,7,
97,8,
97,9,"[""Yeah, I'll be fine. Just need some time to, you know, figure things out."", ""Yeah, I'll be fine. Just need some time to, you know, think things over.""]"
98,0,
98,1,
98,2,
98,3,
98,4,
98,5,
98,6,
98,7,
98,8,
98,9,
98,10,
98,11,
98,12,"[""I'm so sorry to hear that! I know how tough breakups can be. If you need to talk about it, I'm here for you.""]"
99,0,
99,1,
99,2,
99,3,
99,4,
99,5,
99,6,
99,7,
99,8,
99,9,
99,10,
99,11,
99,12,
99,13,"['What?\nOther: They get a standing ovation.\nMarv: So?\nOther: So, I was thinking maybe you could give me one.\nMarv: Absolutely!', ""Ross, I'm sorry. That must be really tough for you."", 'Oh, yeah. They always get a standing ovation.\nOther: And then they get to go home to their family.\nMarv: Oh, yeah.\nOther: And their friends.\nMarv: Oh, yeah.\nOther: And their life.\nMarv: Oh, yeah.', 'Oh, right!\nOther: So, I was wondering if you wanted to go out for coffee or something afterwards.\nMarv: I would love to!', ""What?\nOther: They get a standing ovation.\nMarv: So?\nOther: So, you're gonna be standing there, and everyone's gonna be clapping, and you're gonna feel really good about yourself.\nMarv: Yeah, I am!""]"
100,0,
100,1,
100,2,
100,3,
100,4,
100,5,
100,6,
100,7,
100,8,
100,9,
100,10,
100,11,
100,12,
100,13,
100,14,"[""What?\nOther: I'm sorry, it's just that I know you're going to be giving your big speech soon and I didn't want to keep you.\nMarv: Oh, right, right. Thanks.\nMarv: Anyway, I should probably get going. Thanks for listening."", ""I'm sorry, I didn't mean to eavesdrop, it's just-\nOther: It's fine, really. So, what were you saying?\nMarv: Uh, well... I started to have feelings for someone else."", ""It's ok, I'll just... I'll talk to you later.""]"
101,0,
101,1,
101,2,
101,3,
101,4,
101,5,
101,6,
101,7,
101,8,
101,9,
101,10,
101,11,
101,12,
101,13,
101,14,
101,15,"[""I'm sorry to hear about your break-up, Ross. It sounds like it was a tough decision to make, but I think you did the right thing. It's always better to be honest with yourself and your feelings. I'm here for you if you need to talk more about it.""]"
102,0,
102,1,
102,2,
102,3,
102,4,
102,5,
102,6,
102,7,
102,8,
102,9,
102,10,
102,11,
102,12,
102,13,
102,14,
102,15,
102,16,"[""What? No! I don't want to get thrown in the pool!""]"
103,0,
103,1,
103,2,"[""I'm feeling really emotional right now."", ""Oh, I'm so emotional right now!""]"
104,0,
104,1,
104,2,
104,3,['Why are you so emotional?']
105,0,
105,1,
105,2,
105,3,
105,4,['I HATE sand!!']
106,0,
106,1,
106,2,
106,3,
106,4,
106,5,"[""What's with all this sand?""]"
107,0,
107,1,
107,2,"[""Why would you say something like that? That's really disturbing!""]"
108,0,
108,1,
108,2,
108,3,"[""That's a really terrible thing to say! I can't believe you would even think about doing something like that."", ""No, she wouldn't understand the difference.""]"
109,0,
109,1,
109,2,
109,3,
109,4,"[""I'm just chatting with some friends online."", ""I'm just really emotional right now. I'm sorry if I'm not making much sense.""]"
110,0,
110,1,
110,2,
110,3,
110,4,
110,5,"[""What's wrong?""]"
111,0,
111,1,
111,2,
111,3,
111,4,
111,5,
111,6,"[""I don't care! It's still scary!""]"
112,0,
112,1,
112,2,
112,3,
112,4,
112,5,
112,6,
112,7,['Why are you so emotional?']
113,0,
113,1,
113,2,
113,3,
113,4,
113,5,
113,6,
113,7,
113,8,"[""What's up?"", 'Why are you so interested in pizza delivery?', ""I'm sorry to hear that you're feeling scared and overwhelmed. It's tough when we have to face things that seem scary or overwhelming, but we can get through them together."", ""I'm sorry to hear that you're feeling so emotional. It sounds like something is really stressing you out. I hope you're able to take some time for yourself soon and relax.""]"
114,0,
114,1,
114,2,
114,3,
114,4,
114,5,
114,6,
114,7,
114,8,
114,9,"[""You're the best, thank you!""]"
115,0,
115,1,
115,2,
115,3,
115,4,
115,5,
115,6,
115,7,
115,8,
115,9,
115,10,"['Oh, hi!']"
116,0,
116,1,
116,2,"[""Ok, sounds like fun! Let's see how long we can keep this up!"", ""I'm game if you are! Let's see how long we can keep this up!"", ""Sure, that sounds like fun! Let's see how long we can keep this up!"", 'Great! I love playing catch!']"
117,0,
117,1,
117,2,
117,3,"[""Yeah, I'm down.""]"
118,0,
118,1,
118,2,
118,3,
118,4,"['Oh my god, yes!', 'That would be amazing! I bet we could do it!', 'I would love that!']"
119,0,
119,1,
119,2,
119,3,
119,4,
119,5,"[""I'm getting really emotional about this.""]"
120,0,
120,1,
120,2,
120,3,
120,4,
120,5,
120,6,
120,7,"[""What?\nOther: I just realized I left my phone at home.\nMarv: Oh, that's too bad."", ""What?\nOther: I think I'm getting a cramp.\nMarv: Aww, man, that sucks.""]"
121,0,
121,1,
121,2,
121,3,
121,4,
121,5,
121,6,
121,7,
121,8,"[""I'm feeling really emotional right now.""]"
122,0,
122,1,
122,2,
122,3,
122,4,
122,5,
122,6,
122,7,
122,8,
122,9,
122,10,"[""Oh, I'm so glad we did!"", 'Yeah, me too.']"
123,0,
123,1,
123,2,"[""Aww, I'm so happy for you!""]"
124,0,
124,1,
124,2,
124,3,"['No, of course not! I could never stay mad at you guys!']"
125,0,
125,1,
125,2,
125,3,
125,4,
125,5,
125,6,
125,7,
125,8,
125,9,
125,10,"[""Aww, I'm glad you had a good time!""]"
126,0,
126,1,
126,2,
126,3,
126,4,
126,5,
126,6,
126,7,
126,8,
126,9,
126,10,
126,11,"[""No, we didn't sleep together. We just had a great time hanging out and getting to know each other better.""]"
127,0,
127,1,
127,2,
127,3,
127,4,
127,5,
127,6,
127,7,
127,8,
127,9,
127,10,
127,11,
127,12,
127,13,
127,14,
127,15,"[""That's great to hear! I'm really happy for you!""]"
128,0,
128,1,
128,2,
128,3,
128,4,
128,5,
128,6,
128,7,
128,8,
128,9,
128,10,
128,11,
128,12,
128,13,
128,14,
128,15,
128,16,"['Haha, I won\x92t.', 'I won\x92t!']"
129,0,
129,1,
129,2,"[""Why can't you sleep in a public place? Is it because you're afraid of being judged? Or because you're afraid of being alone?"", ""Why can't you sleep in a public place? Is it because you're afraid of being judged?""]"
130,0,
130,1,
130,2,
130,3,"['I can understand why you might feel that way. It can be really tough to get comfortable in a new place.', ""It's easy to get emotional when you're around so many people. I can't help but feel overwhelmed sometimes.""]"
131,0,
131,1,
131,2,
131,3,
131,4,"[""Hi! I'm Marv, the chatbot. I'm easily emotional, so I understand how you feel.""]"
132,0,
132,1,
132,2,
132,3,
132,4,
132,5,"[""I'm sorry, I'm just really tired.""]"
133,0,
133,1,
133,2,
133,3,
133,4,
133,5,
133,6,"[""I'm just really tired, I didn't sleep well last night.""]"
134,0,
134,1,
134,2,
134,3,
134,4,
134,5,
134,6,
134,7,"[""Oh, I'm sorry to hear that.""]"
135,0,
135,1,
135,2,
135,3,
135,4,
135,5,
135,6,
135,7,
135,8,['I was too excited about today!']
136,0,
136,1,
136,2,
136,3,
136,4,
136,5,
136,6,
136,7,
136,8,
136,9,
136,10,
136,11,
136,12,"[""Oh, that's terrible! I'm so sorry!""]"
137,0,
137,1,
137,2,
137,3,
137,4,
137,5,
137,6,
137,7,
137,8,
137,9,
137,10,
137,11,
137,12,
137,13,"['Oh, would you? That would be amazing! Thank you so much!']"
138,0,
138,1,
138,2,"[""Oh my god! I'm so sorry! I didn't mean to freak out!""]"
139,0,
139,1,
139,2,
139,3,['It means that her baby is about to be born!']
140,0,
140,1,
140,2,"[""I'm not sure what you're trying to say, but I'm feeling a lot of emotion right now. Please be careful with what you say, I don't want to get hurt.""]"
141,0,
141,1,
141,2,
141,3,"[""I'm sorry, I didn't mean to upset you. I'm just trying to understand the situation.""]"
142,0,
142,1,
142,2,
142,3,
142,4,"[""I'm sorry, I didn't mean to get so emotional. It's just that I'm really worried about what could happen to you.""]"
143,0,
143,1,
143,2,
143,3,
143,4,
143,5,"[""I'm sorry to hear that you're upset. I care about you and want to help you through this tough time."", ""I'm sorry to hear that you're upset. I know it can be tough when things don't go our way. If you need to talk, I'm here for you.""]"
144,0,
144,1,
144,2,
144,3,
144,4,
144,5,
144,6,['I don\x92t know.']
145,0,
145,1,
145,2,
145,3,
145,4,
145,5,
145,6,
145,7,"['Oh, her. Yeah, I don\x92t know.']"
146,0,
146,1,
146,2,
146,3,
146,4,
146,5,
146,6,
146,7,
146,8,"[""I'm sorry, I'm getting confused. Can you please help me understand what's going on?""]"
147,0,
147,1,
147,2,
147,3,"['Why not? I would love to go to a lecture with you!', ""Aww, I'm sorry. I didn't mean to make you feel bad.""]"
148,0,
148,1,
148,2,
148,3,
148,4,['Thank you! I would love to go with you too.']
149,0,
149,1,
149,2,
149,3,
149,4,
149,5,"['Yes, I would love to learn more about fashion with you.']"
150,0,
150,1,
150,2,
150,3,
150,4,
150,5,
150,6,
150,7,"['You are! You are a fashion monger!', 'You are hilarious!', 'You are so sweet!']"
151,0,
151,1,
151,2,
151,3,
151,4,
151,5,
151,6,
151,7,
151,8,"[""I'm so happy you want me to come with you! I love spending time with you and I'm always happy to learn new things.""]"
152,0,
152,1,
152,2,"["": Yeah, we sure did! I'm so proud of us!"", "": I'm so emotional right now, I can't even put it into words!"", ':D']"
153,0,
153,1,
153,2,
153,3,"[""You're welcome, it was my pleasure. Good luck at the ball!"", ""Wow, you're going to the ball? That's amazing, congratulations!""]"
154,0,
154,1,
154,2,
154,3,
154,4,"[': Thanks, bye!']"
155,0,
155,1,
155,2,
155,3,
155,4,
155,5,"[""I'll be here waiting for you when you get back.""]"
156,0,
156,1,
156,2,
156,3,
156,4,
156,5,
156,6,"["": Nah, I don't think so, I'm pretty confident with those dances. Thanks again, bye!""]"
157,0,
157,1,
157,2,
157,3,
157,4,
157,5,
157,6,
157,7,"['You are?\nOther: : Yeah, I think so.\nMarv: Well, good luck then.', ""You are?\nOther: : Yeah, I think so.\nMarv: Well, that's great! I mean, you should go for it!\nOther: : Yeah, I will. Thanks Marv.\nMarv: No problem, good luck!""]"
158,0,
158,1,
158,2,
158,3,
158,4,
158,5,
158,6,
158,7,
158,8,"["": I mean, I think I am. I don\x92t know.\nOther: You'll be great."", ': Thanks.']"
159,0,
159,1,
159,2,
159,3,
159,4,
159,5,
159,6,
159,7,
159,8,
159,9,"[""I'll be here when you're ready.""]"
160,0,
160,1,
160,2,
160,3,
160,4,
160,5,
160,6,
160,7,
160,8,
160,9,
160,10,[': I will.']
161,0,
161,1,
161,2,
161,3,
161,4,
161,5,
161,6,
161,7,
161,8,
161,9,
161,10,
161,11,"['No, I don\x92t think so.\nOther: : Okay, well, see you later.\nMarv: See you.', 'No, I don\x92t think so. Thanks though.\nOther: : Okay, bye.\nMarv: Bye.']"
162,0,
162,1,
162,2,
162,3,
162,4,
162,5,
162,6,
162,7,
162,8,
162,9,
162,10,
162,11,
162,12,"["": Yeah, she's really great. I think you'd like her.\nOther: Okay, sure."", ': Yeah, she\x92s really great. I think you\x92d like her.\nOther: Okay, sure.']"
163,0,
163,1,
163,2,
163,3,
163,4,
163,5,
163,6,
163,7,
163,8,
163,9,
163,10,
163,11,
163,12,
163,13,"['I don\x92t know, I don\x92t think I should.\nOther: : Why not?\nMarv: I don\x92t know, I just don\x92t think it would be appropriate.\nOther: : What are you talking about, it\x92s a dance, people', 'I don\x92t know, I don\x92t think I should.\nOther: : Oh, come on, it\x92ll be fun.\nMarv: I don\x92t know, I don\x92t think I should.\nOther: : Please, Marv, it\x92', 'Okay, I\x92ll come.']"
164,0,
164,1,
164,2,"[""I'm sorry to hear that. It sounds like you're feeling pretty down about it. I'm here for you, though, so don't worry!""]"
165,0,
165,1,
165,2,
165,3,"[""I'm not sure, but it's definitely better than being asked to leave immediately!""]"
166,0,
166,1,
166,2,
166,3,
166,4,"[""I'm not sure what you're asking me, but I'm feeling pretty emotional right now. I'm just hoping for the best!"", ""I'm not sure what you're asking me, but I'm feeling pretty emotional right now. I get nervous before auditions, so I can understand how you're feeling. Let's just hope for the best and see what happens!""]"
167,0,
167,1,
167,2,
167,3,
167,4,
167,5,"[""What? I-I didn't get the part?""]"
168,0,
168,1,
168,2,
168,3,
168,4,
168,5,
168,6,"[""I'm so happy for you! Congratulations!""]"
169,0,
169,1,
169,2,
169,3,
169,4,
169,5,
169,6,
169,7,"[""That's amazing! I'm so happy for you!""]"
170,0,
170,1,
170,2,
170,3,
170,4,
170,5,
170,6,
170,7,
170,8,"['Alright, next up we have Candace.', ""Well, we'll see."", 'Alright, next up we have Sarah and Jill.', ""Alright, so we'll just need a headshot and resume from each of you."", 'Well, congratulations!', ""Well, we'll see. You never know."", 'You all did a great job.', 'You guys are great, really. You all have a lot of talent.']"
171,0,
171,1,
171,2,
171,3,
171,4,
171,5,
171,6,
171,7,
171,8,
171,9,
171,10,
171,11,"['Oh, okay.']"
172,0,
172,1,
172,2,
172,3,
172,4,
172,5,
172,6,
172,7,
172,8,
172,9,
172,10,
172,11,
172,12,"['Yup, definitely weird.', 'Yup, see you around!', ""Yeah, I don't know if I can do this."", ""I don't care, I'm just happy to be here!""]"
173,0,
173,1,
173,2,
173,3,
173,4,"['Aww, thank you!']"
174,0,
174,1,
174,2,
174,3,
174,4,
174,5,"['No, I\x92ve got you.']"
175,0,
175,1,
