Dialogue_ID,Utterance_ID,Knowledge
14,1,
14,2,
14,3,
14,4,['I feel frustrated because I want to know who Rachel was talking about.']
15,0,
15,1,
15,2,
15,3,
15,4,
15,5,
15,8,"[""I feel frustrated because I can't remember who I was talking about.""]"
16,0,
16,1,
16,2,"['I feel frustrated because I wanted to have a conversation with Monica, but she seems to be more interested in talking about something that sucks.', ""I feel frustrated because I wanted to have a conversation with Monica, but she seems to be in a bad mood and doesn't want to talk.""]"
17,0,
17,1,
17,2,
17,3,"[""I feel frustrated because I wanted to hear something that sucks, but Chandler didn't give me anything."", 'I feel annoyed because Chandler interrupted me.']"
18,0,
18,1,
18,2,
18,3,
18,4,['I feel disappointed because I was hoping to go to the bar and have a good time.']
19,0,
19,1,
19,2,
19,3,
19,4,
19,5,['I feel disappointed because I was hoping to go to the bar tonight.']
20,0,
20,1,
20,2,
20,3,
20,4,
20,5,
20,6,['I feel disappointed because I liked going to that bar.']
21,0,
21,1,
21,2,
21,3,
21,4,
21,5,
21,6,
21,7,['I feel disappointed because I liked hanging out at the bar.']
22,0,
22,1,
22,2,
22,3,
22,4,
22,5,
22,6,
22,7,
22,8,"[""I feel disappointed because I liked going to that bar and now it's closing down.""]"
23,0,
23,1,
23,2,
23,3,
23,4,
23,5,
23,6,
23,7,
23,8,
23,9,['I feel disappointed because I liked hanging out at the bar.']
24,0,
24,1,
24,2,
24,3,
24,4,
24,5,
24,6,
24,7,
24,8,
24,9,
24,10,"[""I feel disappointed and frustrated because I liked hanging out at the bar and now it's closing down.""]"
25,0,
25,1,
25,2,
25,3,
25,4,
25,5,
25,6,
25,7,
25,8,
25,9,
25,10,
25,11,['I feel disappointed because I liked hanging out at the bar.']
26,0,
26,1,
26,2,
26,3,
26,4,
26,5,
26,6,
26,7,
26,8,
26,9,
26,10,
26,11,
26,12,"[""I feel disappointed because I liked hanging out at the bar and now it's closing down.""]"
27,0,
27,1,
27,2,"['I feel extremely upset because my friend Monica has just been diagnosed with a terminal illness.', 'I feel really upset and worried because something bad has happened to my friend Monica.', 'I feel very sad and worried for my friend Monica.', 'I feel sad and scared because something bad has happened to my friend Monica.', 'I feel incredibly sad for Monica, and my heart goes out to her.']"
28,0,
28,1,
28,2,
28,3,
28,4,
28,5,
28,6,
28,8,
28,9,"['I feel sad for Monica because she is being compared to an empty vase.', ""I feel really bad for Monica. I can't believe that Chandler would think she was empty. She seems like such a happy person.""]"
29,0,
29,1,
29,2,['I feel happy because I am talking to Ross.']
30,0,
30,1,
30,2,
30,3,"[""I feel happy because I'm talking to a friend.""]"
31,0,
31,1,
31,2,
31,3,
31,4,"[""I feel now like I'm being interrogated. Why? Because the other person is asking me a lot of questions.""]"
32,0,
32,1,
32,2,
32,3,
32,4,
32,5,"['I feel a little awkward now because the other person seems to be questioning my presence.', 'I feel a little awkward now because the other person seems to be judging me for being here.']"
33,0,
33,1,
33,2,
33,3,
33,4,
33,5,
33,6,"[""I feel now like I want to leave because Ross is here. Ross makes me feel uncomfortable because he is always around and I don't know how to get rid of him."", ""I feel curious now because I wasn't expecting to see Ross here.""]"
34,0,
34,1,
34,2,
34,3,
34,4,
34,5,
34,6,
34,7,"[""I feel a little awkward now because the other person seems to be waiting for me to say something else. I'm not sure what to say next.""]"
35,0,
35,1,
35,2,
35,3,
35,4,
35,5,
35,6,
35,7,
35,8,"['I feel now that I am getting to know Ross better and I like him. I feel this way because he is friendly and seems like a good person.', 'I feel now that I am feeling a little bit awkward because I am not sure why Ross is here. Ross is on his paper route and I am not sure why he is talking to me.']"
36,0,
36,1,
36,2,
36,3,
36,4,
36,5,
36,6,
36,7,
36,8,
36,9,['I feel happy for Rachel that she did well in her interview. I also feel a little bit proud of myself because I helped her prepare for it.']
37,0,
37,1,
37,2,
37,3,
37,4,
37,5,
37,6,
37,7,
37,8,
37,9,
37,10,['I feel proud of myself because I was able to impress the woman I interviewed with and get her to talk about the fall line.']
38,0,
38,1,
38,2,
38,3,
38,4,
38,5,
38,6,
38,7,
38,8,
38,9,
38,10,
38,11,['I feel happy for Rachel because she did well in her interview.']
39,0,
39,1,
39,2,
39,3,
39,4,
39,5,
39,6,
39,7,
39,8,
39,9,
39,10,
39,11,
39,12,"[""I feel happy and relieved. I'm happy because Ross is proud of me and relieved because he is apologizing for his recent behavior.""]"
40,0,
40,1,
40,2,
40,3,
40,4,
40,5,
40,6,
40,7,
40,8,
40,9,
40,10,
40,11,
40,12,
40,13,"[""I feel happy for Rachel's success, but also a little jealous because I wish I had been the one to help her prepare for the interview.""]"
41,0,
41,1,
41,2,
41,3,
41,4,
41,5,
41,6,
41,7,
41,8,
41,9,
41,10,
41,11,
41,12,
41,13,
41,14,"[""I feel happy and relieved. I'm happy because Ross is proud of me and relieved because Ross is apologizing for his recent behavior.""]"
42,0,
42,1,
42,2,['I feel now that I am right and Joey is wrong.']
43,0,
43,1,
43,2,
43,3,"['I feel now that I am right and the other person is wrong. I feel this way because I am confident in my pronunciation of the word ""American.""']"
44,0,
44,1,
44,2,['I feel happy and proud because Joe did a great job.']
45,0,
45,1,
45,2,
45,3,"['I feel happy and relieved because it seems like Chandler really liked my work.', 'I feel happy and relieved because it seems like Chandler liked my work.']"
46,0,
46,1,
46,2,
46,3,
46,4,['I feel happy and proud because Joe did a great job.']
47,0,
47,1,
47,2,
47,3,
47,4,
47,5,"[""I feel happy and relieved. I'm happy because Chandler liked my work and relieved because I was worried he wouldn't.""]"
48,0,
48,1,
48,2,
48,3,
48,4,
48,5,
48,6,"[""I feel happy and relieved. I'm happy because Joe did a good job and relieved because he seems to want more feedback than I'm prepared to give.""]"
49,0,
49,1,
49,2,
49,3,
49,4,
49,5,
49,6,
49,7,"[""I feel happy and relieved. I'm happy because Chandler liked my work and relieved because I was worried he wouldn't.""]"
50,0,
50,1,
50,2,
50,3,
50,4,
50,5,
50,6,
50,7,
50,8,"[""I feel happy and relieved. I'm happy because Joe did a great job and relieved because he was worried about how I would react.""]"
51,0,
51,1,
51,2,
51,3,
51,4,
51,5,
51,6,
51,7,
51,8,
51,9,['I feel happy now because Chandler liked my work.']
52,0,
52,1,
52,2,
52,3,
52,4,
52,5,
52,6,
52,7,
52,8,
52,9,
52,10,
52,11,
52,12,
52,13,
52,14,"[""I feel frustrated because I'm trying to be supportive, but the person I'm talking to is being very demanding."", 'I feel frustrated because I cannot seem to please the other person. They keep asking for more and more specifics, and I feel like I am not doing a good enough job.', 'I feel angry now because the person I was talking to kept asking me for specifics about the movie, even though I told them I liked it as a whole. They then accused me of falling asleep, even though there was no kangaroo in the movie.', 'I feel angry now because the person I was talking to was not listening to me and kept asking me questions.', ""I feel angry now because the person I was talking to kept asking me for specifics about the movie, even though I told them I liked it as a whole. They then accused me of falling asleep, even though I didn't."", 'I feel frustrated because I cannot seem to please the other person.']"
53,0,
53,1,
53,2,"[""I feel frustrated because I want the ring too and I don't want Phoebe's spirit to wander the nether world for eternity."", 'I feel now that I need to get Phoebe that ring, because it is her dying wish.', 'I feel empathy for Phoebe because she is clearly very attached to the ring and it is her dying wish. I can understand why she feels so strongly about it and I hope her wish comes true.', ""I feel sad now because Phoebe's dying wish is to have the ring, and she won't be able to have it if her spirit wanders the nether world for eternity.""]"
54,0,
54,1,
54,2,
54,3,"['I feel frustrated because I want to help Phoebe but Chandler is not letting me.', 'I feel now that I am very uncomfortable with the situation and I feel like I need to leave.', 'I feel annoyed with Phoebe because she is being unreasonable. She is demanding that she be buried with a ring, and Chandler is telling her that she is being ridiculous.', ""I feel sad now because Phoebe's dying wish is to have the ring, and it doesn't seem like she's going to get it.""]"
55,0,
55,1,
55,2,
55,3,
55,4,"[""I feel frustrated. I think the other people are not taking Phoebe's wishes seriously.""]"
56,0,
56,1,
56,2,
56,3,
56,4,
56,5,"['I feel curious now and want to see the ring because Phoebe seems very attached to it and it might be interesting to see why.', 'I feel now that I am interested in the ring and why Phoebe wants it so badly.', ""I feel uneasy. I'm not sure if I believe Phoebe and I don't want to be responsible for her spirit wandering the nether world for eternity."", ""I feel conflicted. On the one hand, I understand Phoebe's attachment to the ring and her desire to have it buried with her. On the other hand, I can see Chandler's point of view that she is being a bit excessive.""]"
57,0,
57,1,
57,2,
57,3,
57,4,
57,5,
57,6,"[""I feel frustrated. I was trying to be nice and accommodate Phoebe, but she just kept going on and on about the ring. I understand that it's important to her, but she was being really unreasonable."", 'I feel frustrated. I was trying to be helpful, but the customer was not cooperating.', 'I feel frustrated. I was trying to be helpful, but the customer is not cooperating.']"
58,0,
58,1,
58,2,
58,3,"[""I feel a little jealous of Jade's carefree lifestyle and her success."", 'I feel now that Jade is bragging and is not interested in my life.', ""I feel a little jealous of Jade's life. She seems to be having a lot of fun and I'm not. I also feel a little envious of her success."", 'I feel surprised because I did not know that Jade was on the new James Bond poster.']"
59,0,
59,1,
59,2,
59,3,
59,4,"['I feel happy for my friend Jade. She is clearly doing well and seems to be enjoying her life. I also feel a bit jealous, as I wish I could have that same level of success and excitement in my own life.', 'I feel happy for my friend Jade. She is clearly doing well and seems to be enjoying her life. I also feel a bit jealous, as I wish I could have a life as exciting as hers.', 'I feel happy for my friend Jade. She is clearly doing well and seems to be enjoying her life. I also feel a bit jealous, as I wish I could have her lifestyle.']"
60,0,
60,1,
60,2,
60,3,
60,4,
60,5,['I feel happy for Jade because she is doing what she loves and is successful at it. I also feel a little bit jealous because I wish I could be as successful as her.']
61,0,
61,1,
61,2,
61,3,
61,4,
61,5,
61,6,"[""I feel disappointed. I was hoping Chandler would be more interested in what I've been up to."", 'I feel happy and content. I feel this way because I am doing things that I love and that make me happy. I am also surrounded by people who love and support me.', ""I feel frustrated because I was just talking to Chandler and he suddenly had to go because he had another call. I was telling him about my recent activities and he seemed interested, so I'm disappointed that he had to go."", 'I feel happy and content. I feel this way because I am doing things that I love and enjoy. I am also surrounded by people who love and support me.']"
62,0,
62,1,
62,2,
62,3,
62,4,
62,5,
62,6,
62,7,"['I feel happy because I am talking to my friend Jade. We are catching up and she is telling me about her recent activities. I am also happy because she is on the new James Bond poster.', ""I feel now that I really like Jade and want to get to know her better. I also feel a bit nervous, because I'm not sure if she likes me back.""]"
63,0,
63,1,
63,2,
63,3,
63,4,
63,5,
63,6,
63,7,
63,8,"['I feel happy that Chandler wants to meet up with me tomorrow. I feel happy because I love him and he loves me back.', 'I feel happy that Chandler wants to meet up with me tomorrow. I feel happy because it seems like he wants to spend time with me and get to know me better.', 'I feel happy that Chandler wants to meet up with me tomorrow. I feel happy because we have plans to meet up and spend time together.']"
64,0,
64,1,
64,2,
64,3,
64,4,
64,5,
64,6,
64,7,
64,8,
64,9,['I feel happy because I am going to meet Jade tomorrow.']
65,0,
65,1,
65,2,
65,3,
65,4,
65,5,
65,6,
65,7,
65,8,
65,9,
65,10,['I feel happy because Chandler is going to meet Jade.']
66,0,
66,1,
66,2,
66,3,
66,4,
66,5,
66,6,
66,7,
66,8,
66,9,
66,10,
66,11,['I feel happy and relieved. I am happy because I have finally found someone that I am interested in and relieved because I do not have to pretend to be someone else anymore.']
67,0,
67,1,
67,2,
67,3,
67,4,
67,5,
67,6,
67,7,
67,8,
67,9,
67,10,
67,11,
67,12,"['I feel hopeful for Chandler because it seems like he has a plan and is confident in himself. I also feel like he is going to get rejected because Jade is probably expecting to see Bob tomorrow.', 'I feel happy for Chandler because he is finally going to get to meet Jade in person. I also feel a little bit worried for him because I know that he is not really Bob and I am not sure how Jade is going to react when she finds out.']"
68,0,
68,1,
68,2,
68,3,
68,4,
68,5,
68,6,
68,7,
68,8,
68,9,
68,10,
68,11,
68,12,
68,13,"['I feel hopeful and optimistic because I have a date with Jade tomorrow. I am also a little bit nervous because I am not sure if she will like me or not.', 'I feel hopeful and optimistic because I have a date with Jade tomorrow. I am also a little bit nervous because Ross is right, she might realize that I am not Bob.']"
69,0,
69,1,
69,2,
69,3,
69,4,
69,5,"['I feel angry because Phoebe is clearly upset and nobody is respecting her wishes.', 'I feel frustrated because Phoebe is not respecting the bucket.', 'I feel angry because Phoebe is clearly upset about something and nobody is respecting her wishes.']"
70,0,
70,1,
70,2,['I feel frustrated because we are already late and Monica is rushing me.']
71,0,
71,1,
71,2,
71,3,['I feel frustrated because Ross and Monica are arguing and I want them to stop so we can go to the wedding.']
72,0,
72,1,
72,2,
72,3,
72,4,"['I feel frustrated because Ross and Monica are arguing and I want to leave.', 'I feel now that I am Ross and I am getting married. I am happy and excited to be getting married.']"
73,0,
73,1,
73,2,
73,3,
73,4,
73,5,
73,6,['I feel frustrated because I wanted to enjoy my wedding and not have to worry about being late.']
74,0,
74,1,
74,2,
74,3,
74,4,
74,5,
74,6,
74,7,"['I feel now that I am Ross and I am happy that Monica is my wife. I am also happy that Chandler is my friend and that Phoebe is my friend.', ""I feel sad because Ross and Monica are leaving and I won't get to see them for a while.""]"
75,0,
75,1,
75,2,
75,3,
75,4,
75,5,
75,6,
75,7,
75,8,
75,9,"['I feel happy for Ross and Monica as they start their new life together, and I feel excited for Joey as he starts his new adventure.']"
76,0,
76,1,
76,2,['I feel happy for Joey because he is finally getting some good news.']
77,0,
77,1,
77,2,
77,3,"['I feel relieved and happy because I finally have my health insurance back.', ""I feel great! I'm getting my health insurance back and I have a bunch of auditions lined up for tomorrow.""]"
78,0,
78,1,
78,2,
78,3,
78,4,"['I feel now that I am right and that I need to be on the toilet right now.', 'I feel relieved that Joey will be getting his health insurance back soon.', 'I feel happy for Joey because he is getting his life back on track.', 'I feel amused because it seems like Joey is forgetful and may have forgotten that he needs to use the toilet.', 'I feel now that I am really glad that Joey is getting his health insurance back. I also feel a little bit amused that he seems to have forgotten that he is supposed to be on the toilet right now.']"
79,0,
79,1,
79,2,
79,3,
79,4,
79,5,"[""I feel frustrated because I don't understand why Chandler is asking me if I should be on the toilet."", ""I feel embarrassed and humiliated. Chandler was making fun of me and I didn't know how to respond.""]"
80,0,
80,1,
80,2,
80,3,
80,4,
80,5,
80,6,
80,7,
80,8,"[""I am feeling worried about Joey because he is in a lot of pain and doesn't seem to know what is wrong.""]"
81,0,
81,1,
81,2,
81,3,
81,4,
81,5,
81,6,
81,7,
81,8,
81,9,"['I feel scared because I think I might have a hernia.', 'I feel worried because Chandler seems to think that I have a hernia, which is a serious condition. I am also in a lot of pain, which is why I passed out in the first place. I hope that it is nothing serious and that I can get better soon.']"
82,0,
82,1,
82,2,
82,3,
82,4,
82,5,
82,6,
82,7,
82,8,
82,9,
82,10,"['I am feeling frustrated because Joey is not taking his health seriously. He has a hernia and needs to see a doctor, but he is more concerned about his upcoming auditions.']"
83,0,
83,1,
83,2,
83,3,
83,4,
83,5,
83,6,
83,7,
83,8,
83,9,
83,10,
83,11,"[""I feel frustrated because I don't think my friend is taking my pain seriously.""]"
84,0,
84,1,
84,2,"['I feel impressed and curious. I am impressed by the artistry of the piece, and curious about its history and provenance.', ""I feel impressed and curious. I am impressed by the other person's collection of artifacts, and I am curious about where the artifact from Calcutta came from."", ""I feel now that I am very interested in Ross's place and that it has a lot of history. I also feel now that I want to learn more about Ross and his place.""]"
85,0,
85,1,
85,2,
85,3,"['I feel happy that Mona is interested in my Indian artifact. I also feel proud to have such a unique and interesting piece in my home.', 'I feel happy that Mona is interested in my artifact. I also feel proud to have such a unique and interesting piece in my collection.']"
86,0,
86,1,
86,2,['I feel happy because we are having fun and Mona looks young.']
87,0,
87,1,
87,2,
87,3,"['I feel flattered and happy. Ross is telling me that he enjoys my company and thinks I look young. This makes me feel good about myself.', ""I feel happy and relieved. I'm glad Ross is enjoying himself, and I'm happy to have made a new friend."", ""I feel a little bit uncomfortable now because Ross is giving me a key to his apartment and I'm not sure why."", 'I feel flattered and happy. Ross is saying that he enjoys my company and thinks I look young. This makes me feel good about myself.']"
88,0,
88,1,
88,2,
88,3,
88,4,"['I feel happy and relieved. I was worried that Mona was not having fun, but she is. I am also happy that she looks young.']"
89,0,
89,1,
89,2,
89,3,
89,4,
89,5,['I feel happy and excited because Ross just gave me a key to his apartment. This means that we are close friends and he trusts me.']
90,0,
90,1,
90,2,['I feel frustrated and angry. I feel this way because I feel like I am being ignored and that my feelings are not being respected.']
91,0,
91,1,
91,2,
91,3,['I feel frustrated because Ross is not listening to me.']
92,0,
92,1,
92,2,
92,3,
92,4,"['I feel sad for Charlie because he is going through a tough time. I also feel happy for him because he is now free from a toxic relationship.', 'I feel happy now because Ross and Charlie are talking.', 'I feel relieved because I no longer have to deal with the drama between Joey and Charlie.']"
93,0,
93,1,
93,2,
93,3,
93,4,
93,5,"[""I feel sad and disappointed. I had hoped that Joey and I would be able to work things out, but it seems like that's not going to happen.""]"
94,0,
94,1,
94,2,
94,3,
94,4,
94,5,
94,6,"['I feel really bad for Charlie because they seem really upset about the break-up. It must have been a tough decision for them to make, and I can only imagine how hard it is to go through a break-up.', 'I feel sad for Charlie because they just broke up with Joey. I also feel a little bit angry because it sounds like Joey was being disrespectful during my speech.', 'I feel really bad for Charlie because they seem really upset. I can understand why they would be upset too, because it sounds like they really cared for Joey.', 'I feel bad for Charlie because they just broke up with Joey. I also feel a little bit angry at Joey for laughing at Charlie during my speech.']"
95,0,
95,1,
95,2,
95,3,
95,4,
95,5,
95,6,
95,7,"[""I feel sad because I broke up with Joey, who I apparently care for deeply. I also feel frustrated because we don't seem to be compatible.""]"
96,0,
96,1,
96,2,
96,3,
96,4,
96,5,
96,6,
96,7,
96,8,"['I feel relieved that Charlie and Joey have broken up because they were clearly not compatible.', 'I feel sad for Charlie because they just broke up with Joey. I also feel a little angry because Joey laughed at my speech.']"
97,0,
97,1,
97,2,
97,3,
97,4,
97,5,
97,6,
97,7,
97,8,
97,9,"[""I feel sad because I just broke up with Joey, but I know it's for the best.""]"
98,0,
98,1,
98,2,
98,3,
98,4,
98,5,
98,6,
98,7,
98,8,
98,9,
98,10,
98,11,
98,12,"['I feel now that it is probably for the best that they broke up because they were different and it was causing problems.', 'I feel sad for Charlie because they just broke up with Joey. I also feel curious about who Charlie started to have feelings for.', 'I feel now that it is probably for the best that they broke up because they were clearly not compatible. I also feel a little sad for Charlie because it is never easy to go through a break up.', 'I feel relieved that Charlie is no longer with Joey. I also feel happy for Charlie that he has found someone else that he is interested in.', 'I feel now that it is probably for the best that they broke up because they were clearly not compatible with each other.']"
99,0,
99,1,
99,2,
99,3,
99,4,
99,5,
99,6,
99,7,
99,8,
99,9,
99,10,
99,11,
99,12,
99,13,"['I feel sad for Charlie because they just broke up with Joey. I also feel curious about who Charlie has started to have feelings for.', 'I feel frustrated because I wanted to know what the other reason was that Charlie thought it was time to end it with Joey.', 'I feel now that it is time to end my relationship with Joey for good. I have started to have feelings for someone else and I think it is for the best.', 'I feel relieved that Charlie is no longer with Joey. I also feel happy for Charlie that he has found someone else that he is interested in.']"
100,0,
100,1,
100,2,
100,3,
100,4,
100,5,
100,6,
100,7,
100,8,
100,9,
100,10,
100,11,
100,12,
100,13,
100,14,"['I feel sad because I just broke up with Joey, but I also feel relieved because I was having feelings for someone else.']"
101,0,
101,1,
101,2,
101,3,
101,4,
101,5,
101,6,
101,7,
101,8,
101,9,
101,10,
101,11,
101,12,
101,13,
101,14,
101,15,"['I feel sad for Charlie because they just broke up with Joey and they seem to be struggling with it. I also feel a little bit angry at Joey for laughing at Ross during his speech.', 'I feel frustrated because I was interrupted in the middle of a conversation.', 'I feel now that it is probably for the best that Charlie and Joey broke up. They seem to be very different people and it was probably not going to work out in the long run. I also feel a little bit bad for Charlie because it seems like he is going through a tough time.']"
102,0,
102,1,
102,2,
102,3,
102,4,
102,5,
102,6,
102,7,
102,8,
102,9,
102,10,
102,11,
102,12,
102,13,
102,14,
102,15,
102,16,['I feel frustrated because I was interrupted in the middle of a conversation.']
103,0,
103,1,
103,2,"['I feel frustrated because Ross is telling Rachel to hurry up and she is taking her time.', 'I feel excited because Ross is telling us to hurry up and Rachel is saying that everyone wants to be under the hat.']"
104,0,
104,1,
104,2,
104,3,"['I feel annoyed because Ross is trying to get everyone to wear a silly hat.', 'I feel frustrated because Ross is telling Rachel to hurry up and she is taking her time.']"
105,0,
105,1,
105,2,
105,3,
105,4,"['I feel frustrated because everyone wants to be under the hat, even though I was the one who found it.']"
106,0,
106,1,
106,2,
106,3,
106,4,
106,5,"['I feel frustrated because everyone is crowding around the hat and not listening to me.', 'I feel frustrated because everyone is not following my lead.']"
107,0,
107,1,
107,2,['I feel scared and worried because Joey is talking about harming a blind man later on.']
108,0,
108,1,
108,2,
108,3,"[""I feel scared and worried because Joey is talking about harming a blind man and I don't know if he is joking or not."", 'I feel scared and worried because Joey is talking about harming a blind person.', ""I feel disgusted and horrified by Joey's comments. I can't believe he would say something like that, and I feel very worried for the blind man's safety."", 'I feel scared and worried because Joey is talking about harming a blind person later on.']"
109,0,
109,1,
109,2,
109,3,
109,4,"['I feel horrified and disgusted. Joey is planning on harming a blind person later and he seems to be relishing in the thought. Chandler is making a joke about the situation, which only adds to the sense of callousness. Monica is the only one who seems to be concerned and is trying to stop Joey from', 'I feel scared and worried because Joey is talking about harming a blind person later on.']"
110,0,
110,1,
110,2,
110,3,
110,4,
110,5,['I feel scared and worried because Joey is talking about harming a blind man and Rachel is not paying attention.']
111,0,
111,1,
111,2,
111,3,
111,4,
111,5,
111,6,"[""I feel scared because Joey is going to bash a blind guy's head in.""]"
112,0,
112,1,
112,2,
112,3,
112,4,
112,5,
112,6,
112,7,"[""I feel scared because Joey is going to bash the blind guy's head in later.""]"
113,0,
113,1,
113,2,
113,3,
113,4,
113,5,
113,6,
113,7,
113,8,"[""I feel scared because Joey is going to bash the blind guy's head in.""]"
114,0,
114,1,
114,2,
114,3,
114,4,
114,5,
114,6,
114,7,
114,8,
114,9,['I feel scared because Joey is talking about harming a blind man and Rachel is scared of something that is not even scary.']
115,0,
115,1,
115,2,
115,3,
115,4,
115,5,
115,6,
115,7,
115,8,
115,9,
115,10,['I feel scared because Joey is talking about harming a blind person.']
116,0,
116,1,
116,2,"[""I feel disappointed because Joey didn't want to get something to eat with me.""]"
117,0,
117,1,
117,2,
117,3,"['I feel now like I am Ross and I am talking to other people. I feel this way because I am Ross and I am talking to other people.', 'I feel excited because I get to play with Ross.']"
118,0,
118,1,
118,2,
118,3,
118,4,"['I feel happy because Joey wants to play the game with me.', 'I feel excited because I am about to do something fun with my friend.']"
119,0,
119,1,
119,2,
119,3,
119,4,
119,5,['I feel excited because I am about to do something fun with my friend.']
120,0,
120,1,
120,2,
120,3,
120,4,
120,5,
120,6,
120,7,"['I feel frustrated because I wanted to eat, but Joey wanted to play with the ball.']"
121,0,
121,1,
121,2,
121,3,
121,4,
121,5,
121,6,
121,7,
121,8,"[""I feel disappointed because we didn't make it the full two hours.""]"
122,0,
122,1,
122,2,
122,3,
122,4,
122,5,
122,6,
122,7,
122,8,
122,9,
122,10,['I feel frustrated because I wanted to play with Joey but he had to go to the bathroom.']
123,0,
123,1,
123,2,['I feel happy for Joey because he had a great time with Erin.']
124,0,
124,1,
124,2,
124,3,"[""I feel happy and relieved. I'm glad I had a good time with Erin, and I'm glad that Phoebe and I are on good terms again.""]"
125,0,
125,1,
125,2,
125,3,
125,4,
125,5,
125,6,
125,7,
125,8,
125,9,
125,10,['I feel happy for Joey because he seems to be having a great time with Erin. I also feel relieved because it seems like they are getting along well and are not mad at us anymore.']
126,0,
126,1,
126,2,
126,3,
126,4,
126,5,
126,6,
126,7,
126,8,
126,9,
126,10,
