Dialogue_ID,Utterance_ID,Knowledge
20,0,
20,1,
20,2,
20,3,
20,4,
20,5,
20,6,
20,7,
20,8,
20,9,
20,10,"[""I feel happy because the team I'm rooting for is winning. I'm also enjoying the company of the person I'm with and the atmosphere of the stadium.""]"
21,0,
21,1,"['I feel now that the pizza here is really good. I like it because it is really cheesy and has a lot of flavor.', 'I feel now that the pizza here is pretty good. I like the cheese and the crust is nice and thin.', 'I feel happy because the pizza is good.', 'I feel now full and content because I just ate a delicious pizza.']"
22,0,
22,1,"[""I feel frustrated because I don't have a light.""]"
23,0,
23,1,
23,2,['I feel relieved and happy now because my performance went well.']
24,0,
24,1,
24,2,
24,3,
24,4,
24,5,['I feel happy because I was able to help the other person.']
25,0,
25,1,
25,2,
25,3,
25,4,"['I feel now that it is important for every country to face its history, because we cannot live in a vacuum and we need to learn from our past.', 'I feel frustrated because there is always somebody who wants to turn his back on the true history.']"
26,0,
26,1,
26,2,
26,3,"[""I feel frustrated because I'm stuck in traffic.""]"
27,0,
27,1,
27,2,
27,3,['I feel disappointed because I cannot afford a bigger house.']
28,0,
28,1,
28,2,
28,3,
28,4,
28,5,['I feel happy now because I am able to communicate with someone from another country in a language that we both understand. I also feel curious about how Ms. Yang learned English and why she likes it so much.']
29,0,
29,1,
29,2,
29,3,
29,4,
29,5,
29,6,
29,7,
29,8,
29,9,
29,10,"['I feel disappointed because the other person does not want to go to the concert with me.', 'I feel happy because the other person is laughing.', 'I feel now that the other person does not believe me when I say that I do not like classical music. I feel this way because the other person has said that I am funny.']"
30,0,
30,1,
30,2,
30,3,
30,4,
30,5,
30,6,
30,7,"[""I feel happy because I like playing basketball. It's a fun sport and it's a great way to stay active.""]"
31,0,
31,1,
31,2,
31,3,
31,4,['I feel shocked and surprised. I had no idea that John was in prison.']
32,0,
32,1,
32,2,
32,3,
32,4,
32,5,['I feel hopeful because the other person is willing to help me find the information I need.']
33,0,
33,1,
33,2,
33,3,
33,4,
33,5,
33,6,
33,7,['I feel happy because my friend wants to spend time with me.']
34,0,
34,1,
34,2,
34,3,
34,4,
34,5,
34,6,
34,7,
34,8,"[""I feel skeptical of the other person's claims. I don't believe that the world is improving every year, because I think that we are more miserable than ever."", ""I feel frustrated because I don't agree with the other person. I think that we are not healthier, wealthier, or wiser than we were a hundred years ago.""]"
35,0,
35,1,
35,2,
35,3,['I feel happy because my friend wants to have a picnic with me for my birthday.']
36,0,
36,1,
36,2,
36,3,
36,4,
36,5,
36,6,
36,7,
36,8,
36,9,
36,10,
36,11,"['I feel relieved because I have successfully returned the book and checked out the video.', 'I feel satisfied because I was able to return the book and check out the video.']"
37,0,
37,1,
37,2,
37,3,
37,4,
37,5,
37,6,
37,7,
37,8,
37,9,"[""I feel frustrated because I feel like my partner is always busy and never has time for me. I also feel like they often go back to their parents' house and leave our son by himself, which makes me feel like they don't care about him.""]"
38,0,
38,1,
38,2,
38,3,['I feel sick because I have a cold.']
39,0,
39,1,
39,2,
39,3,
39,4,
39,5,"['I feel happy because I am going to get a drink with a friend. It has been a long day and I need to relax. The new bar across the road has great food, so I am looking forward to trying it out.', ""I feel now like I need a drink because it's been a long day.""]"
40,0,
40,1,
40,2,
40,3,"[""I feel frustrated because I can't rely on my watch to tell the time accurately.""]"
41,0,
41,1,
41,2,
41,3,
41,4,
41,5,
41,6,
41,7,
41,8,
41,9,
41,10,
41,11,
41,12,"[""I feel curious about the other person's family and their relationship to their step-mother. I also feel a little bit envious of the close relationship they have with their cousins.""]"
42,0,
42,1,
42,2,
42,3,
42,4,
42,5,
42,6,
42,7,"[""I feel excited because I am going to go boating tomorrow. I haven't gone boating in a while, so I am looking forward to it.""]"
43,0,
43,1,
43,2,
43,3,
43,4,
43,5,
43,6,
43,7,
43,8,"['I feel relieved that the person I was speaking to enjoyed their time at the ski resort, despite having a lot of falls. I also feel happy that they were able to learn from the top-level coaches at the resort.', 'I feel relieved that the other person was able to stop safely and am glad that they had a good time despite falling a lot.']"
44,0,
44,1,
44,2,
44,3,"['I feel stressed and anxious because I have a lot of pressure at work. I feel like I have to be constantly wrapped up in my work in order to be successful.', 'I feel overwhelmed and stressed. I have been working hard and have a lot of pressure on me.']"
45,0,
45,1,
45,2,
45,3,
45,4,
45,5,"[""I feel curious now and want to know more about the situation with David and his boss. I am also feeling a bit concerned, as it seems like something may have happened that was beyond David's control."", ""I feel confused because I don't know what the other person is talking about.""]"
46,0,
46,1,
46,2,
46,3,
46,4,
46,5,
46,6,
46,7,
46,8,
46,9,
46,10,
46,11,
46,12,
46,13,
46,14,"['I feel motivated to sell my car. I see the benefits of using a bicycle instead, including saving money and getting exercise.', 'I feel motivated to sell my car. I know that it would be better for the environment and my health, and it would also save me money.']"
47,0,
47,1,"[""I feel frustrated because I don't know what's wrong with him.""]"
48,0,
48,1,
48,2,
48,3,
48,4,
48,5,
48,6,
48,7,['I feel a little sad now because I will be away from my friends and family for a year.']
49,0,
49,1,
49,2,
49,3,
49,4,
49,5,
49,6,
49,7,
49,8,"[""I feel disappointed because it looks like we won't be able to enjoy the nice weather for very long.""]"
50,0,
50,1,
50,2,
50,3,
50,4,
50,5,
50,6,"['I feel disappointed because I wanted to go to the grocery store but it was closed.', 'I feel disappointed because I wanted to go to the grocery store but it is closed.']"
51,0,
51,1,
51,2,
51,3,
51,4,['I feel happy because the other person likes the idea of the two people getting married. It seems like they would make a good match and be happy together.']
52,0,
52,1,
52,2,
52,3,
52,4,
52,5,
52,6,
52,7,
52,8,
52,9,
52,10,
52,11,['I am feeling a bit anxious because I am not sure where we are going or how to get there. I am also feeling a bit excited because I am going to see a museum.']
53,0,
53,1,
53,2,
53,3,
53,4,
53,5,"['I feel disappointed because I was hoping to see a thriller, but it turns out that the film is a romantic one.']"
54,0,
54,1,
54,2,
54,3,['I feel uncomfortable now because I can imagine how the sound of the chalk would set my teeth on edge.']
55,0,
55,1,
55,2,
55,3,
55,4,
55,5,
55,6,
55,7,
55,8,"['I feel more informed and I am glad I did some more research before getting a tattoo. I also feel more hesitant about getting a tattoo because of the pain and the permanence of the ink.', 'I feel hesitant about getting a tattoo now because I did not know that it would be so painful. I also want to make sure that I am getting it done in a safe and clean environment.', 'I feel more informed and I understand the risks associated with getting a tattoo. I also feel like I need to do more research to make sure that I am making the best decision for myself.']"
56,0,
56,1,
56,2,
56,3,
56,4,
56,5,
56,6,
56,7,
56,8,
56,9,
56,10,
56,11,"['I feel curious about the TV. I want to know more about how it works and what kind of programs are available.', 'I feel now that the other person is interested in the TV and how it works. I think that they are also curious about the value of TV in education. I appreciate that they are asking questions and showing interest.']"
57,0,
57,1,
57,2,
57,3,
57,4,
57,5,
57,6,['I feel disappointed because the view from the window is not what I expected.']
58,0,
58,1,
58,2,
58,3,
58,4,
58,5,
58,6,
58,7,['I feel happy because I am doing something that I enjoy. I also feel proud of my accomplishments in playing the violin for ten years.']
59,0,
59,1,
59,2,
59,3,
59,4,"[""I feel frustrated because I don't know how to tell the other person about my job situation.""]"
60,0,
60,1,
60,2,
60,3,
60,4,
60,5,
60,6,
60,7,
60,8,
60,9,
60,10,
60,11,
60,12,
60,13,
60,14,
60,15,"[""I feel excited because I am going to try something new. I also feel a little bit nervous because I don't know how well I will do.""]"
61,0,
61,1,
61,2,
61,3,
61,4,
61,5,
61,6,
61,7,
61,8,
61,9,
61,10,
61,11,"[""I feel frustrated because my parents are putting pressure on me to get married. I don't want to get married yet because I haven't found the right person. I also don't want to go on blind dates or post my face on the internet for strangers to see."", ""I feel frustrated because my parents are putting pressure on me to get married. I don't want to get married yet because I haven't found the right person. I also don't want to go on blind dates or use the internet to find a partner.""]"
62,0,
62,1,
62,2,
62,3,
62,4,
62,5,
62,6,
62,7,
62,8,
62,9,
62,10,
62,11,"[""I feel excited because the party sounds like it's going to be a lot of fun.""]"
63,0,
63,1,
63,2,
63,3,
63,4,
63,5,
63,6,
63,7,
63,8,
63,9,['I feel concerned for the other person because they are worried about their grades. I want to help them figure out a plan to improve.']
64,0,
64,1,"['I feel appreciated and supported. My friends are wishing me luck on my upcoming test, which makes me feel good.']"
65,0,
65,1,
65,2,
65,3,['I feel frustrated because I am constantly being asked to mediate between the other person and the person they are arguing with.']
66,0,
66,1,
66,2,
66,3,
66,4,
66,5,
66,6,
66,7,
66,8,
66,9,
66,10,
66,11,
66,12,
66,13,
66,14,
66,15,
66,16,
66,17,
66,18,"['I feel angry and frustrated because I was cheated out of my money. I feel like the other person is blaming me for being stupid, when I was just trying to do a good deed.']"
67,0,
67,1,
67,2,
67,3,"[""I feel a little frustrated. I think the other person is asking how late the clock is, and I'm not sure. I know it gains time, but I don't know how much."", ""I feel a little anxious because I'm not sure how many minutes the clock is off by."", ""I feel a little frustrated because I'm not sure how many minutes the clock is off by.""]"
68,0,
68,1,
68,2,
68,3,
68,4,
68,5,
68,6,
68,7,
68,8,"[""I feel happy for my friend because they have found someone that they seem to really connect with. I also feel a little bit jealous because I haven't had as much luck in my own social life recently.""]"
69,0,
69,1,
69,2,
69,3,
69,4,
69,5,
69,6,
69,7,
69,8,
69,9,
69,10,"['I feel now that the other person is not interested in hearing about the evidence for the Big Bang theory and is instead more interested in dismissing it as unscientific. I think this because of the way they keep bringing up religious language and African myths.', 'I feel now that the other person is not interested in hearing about the evidence for the Big Bang theory and is instead more interested in critiquing it. I think this because they keep bringing up points that seem to disprove it, rather than looking at the evidence that supports it.', 'I feel now that the other person is not interested in hearing about the evidence for the Big Bang theory and is instead more interested in criticizing it. I think this because they keep bringing up points that are not based on evidence, such as their belief that it is all religion, and instead are based on their personal opinion', 'I feel frustrated with the other person because they are not seeing the evidence that is right in front of them.', 'I feel frustrated with the other person because they are not open to the idea of the Big Bang theory, even though there is evidence to support it. They are just dismissing it as a ""theory"" and not giving it any credence.']"
70,0,
70,1,
70,2,
70,3,
70,4,
70,5,
70,6,
70,7,
70,8,
70,9,
70,10,['I feel motivated to continue learning new things even after I retire. I also feel that lifelong learning is important in order to keep up with the changing world.']
71,0,
71,1,
71,2,
71,3,
71,4,"[""I feel happy because I'm older than the other person.""]"
72,0,
72,1,
72,2,
72,3,
72,4,
72,5,
72,6,['I feel frustrated because my partner is not keeping their promise to quit smoking. I also feel concerned about their health and the amount of money we are spending on cigarettes.']
73,0,
73,1,"[""I feel cold and I'm shivering because the temperature is low."", ""I'm shivering because I'm cold.""]"
74,0,
74,1,
74,2,
74,3,
74,4,
74,5,
74,6,
74,7,"['I feel frustrated because the other person is not taking my warnings seriously. I think the guy they are talking about is not a good person, and I worry that the other person will get hurt if they trust him too much.']"
75,0,
75,1,['I feel disappointed because I expected the cheese to taste better.']
76,0,
76,1,
76,2,
76,3,
76,4,
76,5,
76,6,"[""I feel excited because I will have the opportunity to meet new people and get to know them better. I also feel a little bit nervous because it is my first time joining the company's Christmas party.""]"
77,0,
77,1,"['I feel hopeful because it might rain tomorrow.', ""I feel now that the weatherman's predictions may not be accurate and it may not rain tomorrow.""]"
78,0,
78,1,
78,2,
78,3,
78,4,
78,5,"['I feel a little uncomfortable because I am not sure if the other person is interested in me or in Drive. I also feel a little awkward because I am not sure if it is appropriate to introduce them.', ""I feel uncomfortable because the other person is asking me to introduce them to someone I know. I don't want to do this because it feels like I am setting them up on a date."", 'I feel a little uncomfortable because I am not sure if the other person is interested in me or in Drive. I also feel a little awkward because I am not sure if I should introduce them or not.']"
79,0,
79,1,
79,2,
79,3,
79,4,
79,5,"['I feel disappointed because the other person did not keep their promise to call.', 'I feel guilty and apologetic. I made a promise to the other person and broke it, and then was rude to them. I am trying to make up for it now by being apologetic.']"
80,0,
80,1,
80,2,
80,3,
80,4,
80,5,
80,6,
80,7,
80,8,"['I feel happy now because I had a good weekend.', ""I feel tired now because I didn't have a good weekend.""]"
81,0,
81,1,
81,2,
81,3,"['I feel curious now because I want to know more about the parade route.', 'I feel curious now because I want to know more about the parade.']"
82,0,
82,1,
82,2,
82,3,['I feel embarrassed and apologetic. I realize that I have made a mistake and inconvenienced somebody.']
83,0,
83,1,
83,2,
83,3,
83,4,
83,5,
83,6,
83,7,
83,8,
83,9,
83,10,
83,11,
83,12,
83,13,
83,14,"[""I feel now that I need to have a child, but not just yet. I'm thinking about having a child, but I want to wait until I'm in my late twenties or early thirties. I think this is a good age to have a child because I will be more mature and have a good""]"
84,0,
84,1,
84,2,
84,3,['I feel happy for the other person because they are going to have a great time on their trip to Japan.']
85,0,
85,1,
85,2,
85,3,
85,4,
85,5,
85,6,
85,7,
85,8,
85,9,
85,10,
85,11,"['I feel happy now because I have seen a good friend and we had a pleasant conversation.', 'I feel happy now because I had a good conversation with an old friend.']"
86,0,
86,1,
86,2,
86,3,
86,4,
86,5,"['I feel frustrated because the other person is making a complaint about the room not being checked before they moved in.', 'I feel frustrated because the customer is not happy with the room they are in.']"
87,0,
87,1,
87,2,
87,3,
87,4,
87,5,
87,6,"[""I feel happy for Vivian's success and curious about her secret.""]"
88,0,
88,1,
88,2,
88,3,['I feel disappointed because I wanted to go to the concert.']
89,0,
89,1,
89,2,
89,3,
89,4,
89,5,['I feel a bit tired because I am always busy with this job.']
90,0,
90,1,
90,2,['I feel disappointed because I was rejected.']
91,0,
91,1,
91,2,
91,3,
91,4,
91,5,
91,6,
91,7,
91,8,"['I feel happy now because I am talking to a friendly person and we are having a pleasant conversation.', 'I feel excited because I am talking to someone from a different place and we are sharing our experiences.']"
92,0,
92,1,
92,2,
92,3,
92,4,
92,5,
92,6,
92,7,"['I feel curious now. I want to know more about why so many marriages in the US end in divorce, and whether the same is true in Korea.']"
93,0,
93,1,
93,2,
93,3,['I feel happy for the other person because they have found someone that they are attracted to and they seem to be very happy.']
94,0,
94,1,
94,2,
94,3,
94,4,"['I feel relieved because I have found out where I need to go.', 'I feel curious now because I want to know more about the Pacific Pavilion.']"
95,0,
95,1,
95,2,
95,3,
95,4,
95,5,
95,6,"['I feel happy for the other person because they are going to graduate and have a plan for their future. I also feel a little bit sad because they are leaving Australia, which is a foreign country.', 'I feel a little sad that the other person is leaving Australia, because it seems like they are giving up a lot of opportunities by doing so. However, I can understand why they would want to return to China after graduation.', 'I feel a little sad that the other person is leaving Australia, because it seems like they are giving up a good opportunity to stay in a foreign country. However, I understand their reasoning for wanting to return to China after graduation.']"
96,0,
96,1,
96,2,
96,3,
96,4,
96,5,
96,6,
96,7,"[""I feel frustrated because the other person is judging me for my hobbies. I enjoy playing computer games and I don't think it's a waste of time."", 'I feel frustrated because the other person is not understanding my point of view. I think playing computer games can be stimulating and fun, but the other person seems to think it is a waste of time.', ""I feel a little defensive now, because the other person seems to be judging me for my hobbies. I enjoy playing computer games, and I don't think it's a waste of time. It's stimulating and I enjoy it.""]"
97,0,
97,1,
97,2,
97,3,
97,4,
97,5,
97,6,
97,7,
97,8,
97,9,
97,10,"[""I feel now that I am more interested in the new movie than I was before. I am also more interested in the actor's career and what he has to say about his work. I think the actor was very open and honest in the interview, and I appreciate that."", ""I feel now that I am very interested in this new movie and I want to see it. I am also curious about the actor's process and how they work."", ""I feel now that I am more interested in the movie than I was before. I am also curious about the actor's process and how they work.""]"
98,0,
98,1,
98,2,
98,3,['I feel happy that the other person has noticed how healthy my grandma looks. I also feel proud of my grandma for being able to do such physical activity at her age.']
99,0,
99,1,['I feel pain in my legs.']
100,0,
100,1,
100,2,
100,3,['I feel hungry because the other person is describing a dish that sounds delicious.']
101,0,
101,1,
101,2,
101,3,
101,4,
101,5,
101,6,
101,7,"[""I feel disappointed because I wanted to walk with the other person and they don't seem interested."", 'I feel a little disappointed. I was hoping the other person would want to go for a walk with me, but they seem tired and would rather stay home.']"
102,0,
102,1,
102,2,
102,3,
102,4,
102,5,"[""I feel scared because I'm not sure what's going to happen next. I also feel happy because I'm with the person I care about.""]"
103,0,
103,1,
103,2,
103,3,
103,4,
103,5,"[""I feel sad and disappointed. I had hoped that they could work things out, but it seems like they're not going to."", ""I feel angry and frustrated. I work hard and I don't deserve to be treated this way. My boyfriend is being unreasonable and I'm tired of it."", ""I feel sad and disappointed. I had hoped that they could work things out, but it seems like they're at the end of their rope.""]"
104,0,
104,1,
104,2,
104,3,
104,4,
104,5,
104,6,
104,7,
104,8,
104,9,
104,10,
104,11,
104,12,"[""I feel happy for my friend Mary because she seems to have found a great match in her new boyfriend John. I'm also a little bit jealous because it sounds like they have a lot in common and really hit it off well."", 'I feel happy for my friend Mary because she seems to have found a great match in john. I am also a bit nervous for her because I know how much she wants to find love.']"
105,0,
105,1,
105,2,
105,3,
105,4,
105,5,
105,6,
105,7,
105,8,"['I feel bad for Francis because his business trip turned into a nightmare. I can only imagine how frustrating and exhausting it must have been for him.', ""I feel frustrated for Francis because his business trip was successful but it turned into a nightmare due to some unlucky events. It's not fair that everything went wrong for him after he had such a productive trip.""]"
106,0,
106,1,
106,2,
106,3,
106,4,['I feel disappointed because the person I was talking to will not be going on their trip to Hong Kong.']
107,0,
107,1,
107,2,
107,3,
107,4,
107,5,
107,6,
107,7,"[""I feel frustrated. I don't like the way the other person is trying to push their opinion on me. I also don't like the way they are making fun of my taste."", ""I feel frustrated. I don't like the way the other person is trying to push their opinion on me. I also don't like the way they are making fun of my jeans."", ""I feel frustrated. I don't like the way the other person is trying to push their opinion on me. I also don't like the way they are making fun of my concerns.""]"
108,0,
108,1,
108,2,
108,3,
108,4,
108,5,
108,6,
108,7,
108,8,
108,9,"[""I feel frustrated because my car isn't working and I'm stuck waiting for a tow truck. I'm also glad that my wife is coming to pick me up so I don't have to worry about how I'm going to get home.""]"
109,0,
109,1,
109,2,
109,3,
109,4,
109,5,
109,6,"[""I feel happy and content. This is our first anniversary, and we are celebrating by spending time together and enjoying each other's company. The band playing our song is a special touch that makes the night even more memorable."", ""I feel happy and content. This is our first anniversary, and we are celebrating by spending time together and enjoying each other's company. The band playing our song is a special moment that we will always remember.""]"
110,0,
110,1,
110,2,
110,3,['I feel happy because my friend wants to have a picnic with me for my birthday.']
111,0,
111,1,"['I feel hungry because the other person asked if I wanted seconds.', ""I feel full and satisfied. I had a delicious meal and I'm no longer hungry.""]"
112,0,
112,1,
112,2,
112,3,['I feel happy because the other person has asked me to have dinner with them.']
113,0,
113,1,
113,2,
113,3,
113,4,
113,5,"['I feel grateful now because the other person offered me a cigarette and then a light. I also feel a little bit guilty because I am on duty and the other person is offering to stand in for me.', 'I feel happy now because the other person offered to help me with my work.', 'I feel relieved because the other person offered to help me.']"
114,0,
114,1,
114,2,
114,3,
114,4,
114,5,
114,6,
114,7,
114,8,
114,9,
114,10,
114,11,
114,12,
114,13,
114,14,['I feel happy because I have made plans to visit my friend this weekend.']
115,0,
115,1,
115,2,
115,3,
115,4,
115,5,
115,6,
115,7,
115,8,"[""I feel frustrated because I don't understand how to shoot pool.""]"
116,0,
116,1,
116,2,
116,3,['I feel happy because I am going to go hear a country-and-western singer tonight.']
117,0,
117,1,
117,2,
117,3,
117,4,
117,5,
117,6,
117,7,"[""I feel itchy and frustrated because the mosquitos are biting me and I can't seem to stop them.""]"
118,0,
118,1,
118,2,
118,3,
118,4,
118,5,
118,6,"[""I feel angry and frustrated because the other person won't just leave me alone and watch the TV program. I have to explain it to them later, and I don't want to."", 'I feel frustrated because the other person is not understanding the program and is instead running around in front of the TV.']"
119,0,
119,1,
119,2,
119,3,
119,4,
119,5,
119,6,"[""I feel relieved that the other person is not being forced into something they don't want to do. I also feel happy for them that they have found something that makes them happy."", ""I feel confused and a little hurt. I thought we were close friends, but it feels like she's been keeping this side of her life hidden from me. I also feel a little betrayed that she would go along with something that she knows I'm not comfortable with."", ""I feel confused and concerned. I'm confused because I don't understand why the other person has changed so much, and I'm concerned because I worry that they may have been bullied into this change.""]"
120,0,
120,1,
120,2,
120,3,
120,4,
120,5,"['I feel that the other person is quite old-fashioned and is not used to the changes in the world. I also feel that they are not very open-minded to different lifestyles and choices.', 'I feel that the other person is quite old-fashioned and is not used to the changes in the world. I also feel that they are not very open-minded.']"
121,0,
121,1,
121,2,['I feel relieved because I was able to leave the situation.']
122,0,
122,1,"['I feel annoyed because I was just about to sit down in that seat.', 'I feel uncomfortable because I am being asked to move.', 'I feel a little bit uncomfortable because I am not sure if the other person is going to take the seat or not.']"
123,0,
123,1,
123,2,"[""I feel confident and motivated after hearing the other person's response. They seem very confident in their ability to win, which makes me feel more hopeful for the outcome of the match."", 'I feel angry because the other person is being arrogant and presumptuous.', 'I feel now that the other person is overconfident and may not be prepared for the match.']"
124,0,
124,1,
124,2,
124,3,['I feel now that the other person is interested in my opinion on the matter and is probing for more information. I also feel that they may not be entirely convinced by my answer.']
125,0,
125,1,
125,2,
125,3,
125,4,
125,5,
125,6,
125,7,
125,8,
125,9,
125,10,
125,11,
125,12,
125,13,"[""I feel a little uneasy after hearing about all the crime and prostitution in the area. I had no idea it was so bad and I'm glad my friend warned me. I'm also glad they offered to take a taxi, so we don't have to worry about walking around after dark."", 'I feel now that I should be more careful when walking around the neighborhood at night. I also feel that the other person is probably right about the neighborhood being dangerous.']"
126,0,
126,1,
126,2,
126,3,"['I feel frustrated because Jack is not taking action to find out whether Linda likes him or not. He is instead sitting around wondering and being scared, which is not going to lead to anything good.']"
127,0,
127,1,
127,2,
127,3,"[""I feel frustrated because I think that the other person is not understanding my point of view. I think that they are not taking into account the fact that Li Na's mother is putting a lot of pressure on her and that it is causing her a lot of stress.""]"
128,0,
128,1,
128,2,
128,3,
128,4,['I feel shocked and surprised. I had no idea that John was in prison.']
129,0,
129,1,
129,2,
129,3,
129,4,
129,5,
129,6,
129,7,
129,8,
129,9,
129,10,
129,11,"[""I feel frustrated because I don't know how to log on to the computer.""]"
130,0,
130,1,
130,2,
130,3,
130,4,
130,5,['I feel pleased because the other person has given me a compliment.']
131,0,
131,1,
131,2,
131,3,
131,4,
131,5,"['I feel now that the other person may not be convinced by my argument, but I still believe that the case is not guilty. I believe this because I think that there is more evidence to support this claim than there is to support the claim that the case is guilty.']"
132,0,
132,1,
132,2,
132,3,"[""I feel happy and appreciated. My child went out of their way to get me a nice Mother's Day present, and they also took the time to tell me how much they appreciate me. This makes me feel loved and appreciated.""]"
133,0,
133,1,
133,2,
133,3,
133,4,
133,5,
133,6,
133,7,
133,8,
133,9,"['I feel now that the other person is relieved and happy that they have a simple rule to follow. They were probably worried about shaking hands too much or not enough, and this rule takes the guesswork out of it.', 'I feel now that the other person is relieved and grateful that I was able to help them with such a simple solution. I believe that they feel this way because they were worried about making a social mistake and did not want to embarrass themselves.', 'I feel relieved because the other person seems to have a better understanding of the situation.', 'I feel happy now because I was able to help the other person with their problem.']"
134,0,
134,1,
134,2,
134,3,
134,4,
134,5,
134,6,
134,7,
134,8,
134,9,
134,10,
134,11,"[""I feel happy that despite forgetting my birthday, I still had a good time. I'm also glad that I got an iPad, which was something I wanted."", ""I feel relieved that the other person is understanding and doesn't seem to be too upset about forgetting my birthday. I also feel happy that I got an iPad as my present."", ""I feel a little better now that I know I'm not the only one who forgot someone's birthday. It's still a little embarrassing, but at least I'm not alone.""]"
135,0,
135,1,
135,2,"['I feel happy now because I am with the person I love and we are about to meet our friends.', 'I feel impatient because I want to meet the Smiths.']"
136,0,
136,1,
136,2,
136,3,['I feel now that I am more interested in going to the movies during the week because it is less crowded.']
137,0,
137,1,
137,2,
137,3,['I feel frustrated because I am being accused of something that I did not do.']
138,0,
138,1,
138,2,
138,3,
138,4,
