Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion,Sentiment
s01_e02_c10,s01_e02_c10_u004,Thank you!,Ross Geller,Powerful,positive
s01_e02_c10,s01_e02_c10_u005,"No, I mean it's not Geller.",Carol Willick,Powerful,positive
s01_e02_c10,s01_e02_c10_u006,"What, it's gonna be Helen Willick?",Ross Geller,Mad,negative
s01_e02_c10,s01_e02_c10_u007,"No, actually, um, we talked about Helen Willick-Bunch.",Carol Willick,Neutral,neutral
s01_e02_c10,s01_e02_c10_u008,"Well, wait a minute, wha- why is she in the title?",Ross Geller,Mad,negative
s01_e02_c10,s01_e02_c10_u009,It's my baby too.,Susan Bunch,Powerful,positive
s01_e02_c10,s01_e02_c10_u010,"Oh, 's'funny, really? Um, I don't remember you making any sperm.",Ross Geller,Mad,negative
s01_e02_c10,s01_e02_c10_u011,"Yeah, and we all know what a challenge that is!",Susan Bunch,Mad,negative
s01_e02_c10,s01_e02_c10_u012,"All right, you two, stop it!",Carol Willick,Mad,negative
s01_e02_c10,s01_e02_c10_u013,"No no no, she gets a credit, hey, I'm in there too.",Ross Geller,Mad,negative
s01_e02_c10,s01_e02_c10_u014,Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.,Carol Willick,Neutral,neutral
s01_e02_c10,s01_e02_c10_u015,"Of course not, I'm... suggesting Geller-Willick-Bunch.",Ross Geller,Powerful,positive
s01_e02_c10,s01_e02_c10_u016,"Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say all those names, so they'll wind up calling her Geller, then he gets his way!",Susan Bunch,Mad,negative
s01_e02_c10,s01_e02_c10_u017,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-",Ross Geller,Mad,negative
s01_e02_c10,s01_e02_c10_u018,Knock knock!How are we today? Any nausea?,Dr. Oberman,Neutral,neutral
s01_e02_c10,s01_e02_c10_u019,Yeah. Yeah. A little.,#ALL#,Neutral,neutral
s01_e02_c10,s01_e02_c10_u020,"Well, I was just wondering about the mother-to-be, but.. thanks for sharing. Uh, lie back..",Dr. Oberman,Neutral,neutral
s01_e02_c10,s01_e02_c10_u021,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",Ross Geller,Sad,negative
s01_e02_c10,s01_e02_c10_u023,Oh my God.,Ross Geller,Joyful,positive
s01_e02_c10,s01_e02_c10_u024,Look at that.,Susan Bunch,Joyful,positive
s01_e02_c10,s01_e02_c10_u025,I know.,Carol Willick,Joyful,positive
s01_e02_c11,s01_e02_c11_u001,Well? Isn't that amazing?,Ross Geller,Joyful,positive
s01_e02_c11,s01_e02_c11_u002,What are we supposed to be seeing here?,Joey Tribbiani,Neutral,neutral
s01_e02_c11,s01_e02_c11_u003,"I dunno, but.. I think it's about to attack the Enterprise.",Chandler Bing,Joyful,positive
s01_e02_c11,s01_e02_c11_u004,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",Phoebe Buffay,Joyful,positive
s01_e02_c11,s01_e02_c11_u005,"Then don't do that, alright?",Ross Geller,Mad,negative
s01_e02_c11,s01_e02_c11_u006,Okay!,Phoebe Buffay,Neutral,neutral
s01_e02_c11,s01_e02_c11_u007,Monica. Whaddya think?,Ross Geller,Neutral,neutral
s01_e02_c11,s01_e02_c11_u008,Mm-hmm.,Monica Geller,Sad,negative
s01_e02_c11,s01_e02_c11_u009,Wh- are you welling up?,Ross Geller,Neutral,neutral
s01_e02_c11,s01_e02_c11_u010,No.,Monica Geller,Neutral,neutral
s01_e02_c11,s01_e02_c11_u011,"You are, you're welling up.",Ross Geller,Powerful,positive
s01_e02_c11,s01_e02_c11_u012,Am not!,Monica Geller,Mad,negative
s01_e02_c11,s01_e02_c11_u013,You're gonna be an aunt.,Ross Geller,Joyful,positive
s01_e02_c11,s01_e02_c11_u014,Oh shut up!,Monica Geller,Joyful,positive
s01_e02_c11,s01_e02_c11_u015,"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now.",Rachel Green,Mad,negative
s01_e03_c01,s01_e03_c01_u001,Hi guys!,Phoebe Buffay,Joyful,positive
s01_e03_c01,s01_e03_c01_u002,"Hey, Pheebs! Hi!",#ALL#,Joyful,positive
s01_e03_c01,s01_e03_c01_u003,"Hey. Oh, oh, how'd it go?",Ross Geller,Joyful,positive
s01_e03_c01,s01_e03_c01_u004,"Um, not so good. He walked me to the subway and said 'We should do this again!'",Phoebe Buffay,Sad,negative
s01_e03_c01,s01_e03_c01_u005,Ohh. Ouch.,#ALL#,Sad,negative
s01_e03_c01,s01_e03_c01_u006,"What? He said 'we should do it again', that's good, right?",Rachel Green,Neutral,neutral
s01_e03_c01,s01_e03_c01_u007,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",Monica Geller,Neutral,neutral
s01_e03_c01,s01_e03_c01_u008,Since when?,Rachel Green,Neutral,neutral
s01_e03_c01,s01_e03_c01_u009,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",Joey Tribbiani,Neutral,neutral
s01_e03_c01,s01_e03_c01_u010,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,Chandler Bing,Neutral,neutral
s01_e03_c01,s01_e03_c01_u011,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",Phoebe Buffay,Mad,negative
s01_e03_c01,s01_e03_c01_u012,And everybody knows this?,Rachel Green,Neutral,neutral
s01_e03_c01,s01_e03_c01_u013,Yeah. Cushions the blow.,Joey Tribbiani,Neutral,neutral
s01_e03_c01,s01_e03_c01_u014,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",Chandler Bing,Neutral,neutral
s01_e03_c01,s01_e03_c01_u015,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",Ross Geller,Neutral,neutral
s01_e03_c01,s01_e03_c01_u016,"Uh, Ross.",Monica Geller,Neutral,neutral
s01_e03_c01,s01_e03_c01_u017,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",Ross Geller,Scared,negative
s01_e03_c02,s01_e03_c02_u001,"""So how does it feel knowing you're about to die?""",Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u002,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",Joey Tribbiani,Peaceful,positive
s01_e03_c02,s01_e03_c02_u003,"Hey, that was really good!",Chandler Bing,Joyful,positive
s01_e03_c02,s01_e03_c02_u004,Thanks! Let's keep going.,Joey Tribbiani,Powerful,positive
s01_e03_c02,s01_e03_c02_u005,"Okay. ""So. Whaddya want from me, Damone, huh?""",Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u006,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""",Joey Tribbiani,Neutral,neutral
s01_e03_c02,s01_e03_c02_u007,"""Smoke away.""",Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u009,I think this is probably why Damone smokes in his cell alone.,Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u010,What?,Joey Tribbiani,Scared,negative
s01_e03_c02,s01_e03_c02_u011,Relax your hand!,Chandler Bing,Powerful,positive
s01_e03_c02,s01_e03_c02_u013,Not so much!,Chandler Bing,Powerful,positive
s01_e03_c02,s01_e03_c02_u014,Whoah!,Joey Tribbiani,Scared,negative
s01_e03_c02,s01_e03_c02_u015,Hey!,Chandler Bing,Powerful,positive
s01_e03_c02,s01_e03_c02_u016,Hey!,Joey Tribbiani,Powerful,positive
s01_e03_c02,s01_e03_c02_u017,"Alright, now try taking a puff.",Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u019,Alright.. okay. No. Give it to me.,Chandler Bing,Neutral,neutral
s01_e03_c02,s01_e03_c02_u020,"No no no, I am not giving you a cigarette.",Joey Tribbiani,Neutral,neutral
s01_e03_c02,s01_e03_c02_u021,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",Chandler Bing,Powerful,positive
s01_e03_c02,s01_e03_c02_u023,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",Chandler Bing,Powerful,positive
s01_e03_c02,s01_e03_c02_u024,Y'miss it?,Joey Tribbiani,Neutral,neutral
s01_e03_c02,s01_e03_c02_u025,"Nah, not so much. Alright, now we smoke. Oh.. my.. God.",Chandler Bing,Scared,negative
s01_e03_c06,s01_e03_c06_u001,Hi.. how was the game?,Monica Geller,Neutral,neutral
s01_e03_c06,s01_e03_c06_u002,Well..,Ross Geller,Neutral,neutral
s01_e03_c06,s01_e03_c06_u003,WE WON!! Thank you! Yes!,#ALL#,Joyful,positive
s01_e03_c06,s01_e03_c06_u004,Fantastic! I have one question: How is that possible?,Monica Geller,Joyful,positive
s01_e03_c06,s01_e03_c06_u005,Alan.,Joey Tribbiani,Neutral,neutral
s01_e03_c06,s01_e03_c06_u006,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Ross Geller,Joyful,positive
s01_e03_c06,s01_e03_c06_u007,"I mean, it-it was like, it was like he made us into a team.",Rachel Green,Sad,negative
s01_e03_c06,s01_e03_c06_u008,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Chandler Bing,Joyful,positive
s01_e03_c06,s01_e03_c06_u009,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,Monica Geller,Scared,negative
s01_e03_c06,s01_e03_c06_u010,What?,Ross Geller,Neutral,neutral
s01_e03_c06,s01_e03_c06_u011,"..I dunno, a little too Alan?",Monica Geller,Neutral,neutral
s01_e03_c06,s01_e03_c06_u012,"Well, no. That's impossible. You can never be too Alan.",Rachel Green,Mad,negative
s01_e03_c06,s01_e03_c06_u013,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",Ross Geller,Joyful,positive
s01_e03_c06,s01_e03_c06_u014,I personally could have a gallon of Alan.,Chandler Bing,Joyful,positive
s01_e03_c07,s01_e03_c07_u001,"Hey, Lizzie.",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u002,"Hey, Weird Girl.",Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u003,I brought you alphabet soup.,Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u004,Did you pick out the vowels?,Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u005,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you.",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u006,Saltines?,Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u007,"No, but would you like a thousand dollars and a football phone?",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u008,"What? Oh my God, there's really money in here.",Lizzy,Joyful,positive
s01_e03_c07,s01_e03_c07_u009,I know.,Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u010,"Weird Girl, what are you doing?",Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u011,"No, I want you to have it. I don't want it.",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u012,"No, no, I ha-I have to give you something.",Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u013,"Oh, that's fine, no.",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u014,Would you like my tin-foil hat?,Lizzy,Joyful,positive
s01_e03_c07,s01_e03_c07_u015,"No. 'Cause you need that. No, it's okay, thanks.",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u016,"Please, let me do something.",Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u017,"Okay, alright, you buy me a soda, and then we're even. Okay?",Phoebe Buffay,Neutral,neutral
s01_e03_c07,s01_e03_c07_u018,Okay.,Lizzy,Neutral,neutral
s01_e03_c07,s01_e03_c07_u019,Okay.,Phoebe Buffay,Neutral,neutral
s01_e03_c09,s01_e03_c09_u001,A thumb?!,Ross Geller,Neutral,neutral
s01_e03_c09,s01_e03_c09_u003,Eww!,#ALL#,Scared,negative
s01_e03_c09,s01_e03_c09_u004,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",Phoebe Buffay,Mad,negative
s01_e03_c09,s01_e03_c09_u005,"Well, maybe it's a contest, y'know? Like, collect all five?",Chandler Bing,Neutral,neutral
s01_e03_c09,s01_e03_c09_u006,"Does, um, anyone wanna see?",Phoebe Buffay,Neutral,neutral
s01_e03_c09,s01_e03_c09_u007,Nooo!,#ALL#,Scared,negative
s01_e03_c09,s01_e03_c09_u009,"Oh, hey, don't do that! Cut it out!",#ALL#,Scared,negative
s01_e03_c09,s01_e03_c09_u010,It's worse than the thumb!,Rachel Green,Scared,negative
s01_e03_c09,s01_e03_c09_u011,"Hey, this is so unfair!",Chandler Bing,Neutral,neutral
s01_e03_c09,s01_e03_c09_u012,"Oh, why is it unfair?",Monica Geller,Neutral,neutral
s01_e03_c09,s01_e03_c09_u013,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",Chandler Bing,Scared,negative
s01_e03_c09,s01_e03_c09_u015,...Does the knuckle-cracking bother everybody?,Joey Tribbiani,Sad,negative
s01_e03_c09,s01_e03_c09_u016,"Well, I-I could live without it.",Rachel Green,Neutral,neutral
s01_e03_c09,s01_e03_c09_u017,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",Joey Tribbiani,Neutral,neutral
s01_e03_c09,s01_e03_c09_u019,"Oh, now, don't listen to him, Pheebs, I think it's endearing.",Ross Geller,Joyful,positive
s01_e03_c09,s01_e03_c09_u020,"Oh, ""you do, do you""?",Joey Tribbiani,Joyful,positive
s01_e03_c09,s01_e03_c09_u022,"You know, there's nothing wrong with speaking correctly.",Ross Geller,Neutral,neutral
s01_e03_c09,s01_e03_c09_u023,"""Indeed there isn't""... I should really get back to work.",Rachel Green,Neutral,neutral
s01_e03_c09,s01_e03_c09_u024,"Yeah, 'cause otherwise someone might get what they actually ordered.",Phoebe Buffay,Neutral,neutral
s01_e03_c09,s01_e03_c09_u025,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",Rachel Green,Mad,negative
s01_e03_c10,s01_e03_c10_u001,Did you ever go out with a guy your friends all really like?,Monica Geller,Neutral,neutral
s01_e03_c10,s01_e03_c10_u002,No.,Paula,Neutral,neutral
s01_e03_c10,s01_e03_c10_u003,"Okay.. Well, I'm going out with a guy my friends all really like.",Monica Geller,Peaceful,positive
s01_e03_c10,s01_e03_c10_u004,"Waitwait.. we talking about the coyotes here? All right, a cow got through!",Paula,Joyful,positive
s01_e03_c10,s01_e03_c10_u005,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",Monica Geller,Scared,negative
s01_e03_c10,s01_e03_c10_u006,"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!",Paula,Powerful,positive
s01_e03_c10,s01_e03_c10_u007,I know.. it's gonna be really hard.,Monica Geller,Sad,negative
s01_e03_c10,s01_e03_c10_u008,"Well, he's a big boy, he'll get over it.",Paula,Powerful,positive
s01_e03_c10,s01_e03_c10_u009,"No, he'll be fine. It's the other five I'm worried about.",Monica Geller,Sad,negative
s01_e03_c11,s01_e03_c11_u001,Do you have any respect for your body?,Joey Tribbiani,Neutral,neutral
s01_e03_c11,s01_e03_c11_u002,Don't you realise what you're-you're doing to yourself?,Ross Geller,Mad,negative
s01_e03_c11,s01_e03_c11_u003,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",Chandler Bing,Mad,negative
s01_e03_c11,s01_e03_c11_u004,"Chandler? It's Alan, he wants to speak to you.",Rachel Green,Neutral,neutral
s01_e03_c11,s01_e03_c11_u005,"Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!",Chandler Bing,Joyful,positive
s01_e03_c11,s01_e03_c11_u006,"God, he's good.",Rachel Green,Peaceful,positive
s01_e03_c11,s01_e03_c11_u007,If only he were a woman.,Ross Geller,Sad,negative
s01_e03_c11,s01_e03_c11_u008,Yeah.,Rachel Green,Neutral,neutral
s01_e03_c13,s01_e03_c13_u001,Wow.,Alan,Joyful,positive
s01_e03_c13,s01_e03_c13_u002,"I'm, I'm really sorry.",Monica Geller,Sad,negative
s01_e03_c13,s01_e03_c13_u003,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",Alan,Peaceful,positive
s01_e03_c13,s01_e03_c13_u004,Relieved?,Monica Geller,Neutral,neutral
